,ano,ocupacao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
4076,2017,Servidor ou empregado público,PARÁ,8121025.0,765587888.6241343,94.27232259771819
4097,2018,Aposentado/pensionista,PARÁ,8121025.0,223804251.7662431,27.558621204372983
4098,2018,Autônomo,PARÁ,8121025.0,333695821.38352776,41.090357606771036
4099,2018,Empregado de empresa privada,PARÁ,8121025.0,397641499.9041533,48.96444721006933
4100,2018,Empregado de entidades sem fins lucrativos,PARÁ,8121025.0,2629883.3082223185,0.32383637634686735
4101,2018,Empresário,PARÁ,8121025.0,319546008.0175254,39.34798969557727
4102,2018,MEI,PARÁ,8121025.0,40398364.91019069,4.974540148588471
4103,2018,Outros,PARÁ,8121025.0,1074258492.3213577,132.2811458308967
4104,2018,Servidor ou empregado público,PARÁ,8121025.0,712605666.0150825,87.74824188019154
4125,2019,Aposentado/pensionista,PARÁ,8121025.0,240146131.0773128,29.570913902778628
4126,2019,Autônomo,PARÁ,8121025.0,348911129.54057354,42.96392752646046
4127,2019,Empregado de empresa privada,PARÁ,8121025.0,476495993.98264736,58.67436610312705
4128,2019,Empregado de entidades sem fins lucrativos,PARÁ,8121025.0,2220253.575590841,0.2733957321385959
4129,2019,Empresário,PARÁ,8121025.0,368835975.7926984,45.41741661830845
4130,2019,MEI,PARÁ,8121025.0,51323811.742283456,6.31986870404702
4131,2019,Outros,PARÁ,8121025.0,1284207225.409937,158.13363773783936
4132,2019,Servidor ou empregado público,PARÁ,8121025.0,737122275.6910272,90.76714770500364
4153,2020,Aposentado/pensionista,PARÁ,8121025.0,298320429.63994306,36.7343321366383
4154,2020,Autônomo,PARÁ,8121025.0,305237778.45029217,37.586114862384015
4155,2020,Empregado de empresa privada,PARÁ,8121025.0,490138394.31962544,60.35425261215492
4156,2020,Empregado de entidades sem fins lucrativos,PARÁ,8121025.0,2503870.1299435366,0.30831947074950966
4157,2020,Empresário,PARÁ,8121025.0,344191098.17855465,42.382716243153375
4158,2020,MEI,PARÁ,8121025.0,57126539.714442074,7.034400179095875
4159,2020,Outros,PARÁ,8121025.0,1216056997.9125304,149.74181189105198
4160,2020,Servidor ou empregado público,PARÁ,8121025.0,783603185.5156379,96.4906751937887
4181,2021,Aposentado/pensionista,PARÁ,8121025.0,306969071.13284487,37.79930133608071
4182,2021,Autônomo,PARÁ,8121025.0,324510938.3572616,39.959357144850756
4183,2021,Empregado de empresa privada,PARÁ,8121025.0,572436880.0959986,70.4882548811263
4184,2021,Empregado de entidades sem fins lucrativos,PARÁ,8121025.0,2531360.2483209334,0.31170452600760784
4185,2021,Empresário,PARÁ,8121025.0,373210937.28501606,45.956136975937895
4186,2021,MEI,PARÁ,8121025.0,70377676.33927791,8.666107583621269
4187,2021,Outros,PARÁ,8121025.0,1608090110.328433,198.01565816241583
4188,2021,Servidor ou empregado público,PARÁ,8121025.0,861094643.800295,106.03275372262677
4209,2022,Aposentado/pensionista,PARÁ,8121025.0,314475875.1816383,38.723667909117175
4210,2022,Autônomo,PARÁ,8121025.0,432735188.30537903,53.28578452909319
4211,2022,Empregado de empresa privada,PARÁ,8121025.0,874146282.3795002,107.639895503277
4212,2022,Empregado de entidades sem fins lucrativos,PARÁ,8121025.0,2940948.134869462,0.36214001740783486
4213,2022,Empresário,PARÁ,8121025.0,553467829.7978138,68.15245979390703
4214,2022,MEI,PARÁ,8121025.0,115809987.23394994,14.260513572356931
4215,2022,Outros,PARÁ,8121025.0,2394590424.4201126,294.8630775573419
4216,2022,Servidor ou empregado público,PARÁ,8121025.0,1114072123.504953,137.18368352578065
4237,2012,Aposentado/pensionista,PARAÍBA,3974687.0,114199264.85538833,28.73163719693861
4238,2012,Autônomo,PARAÍBA,3974687.0,166766423.46586367,41.9571210175452
4239,2012,Empregado de empresa privada,PARAÍBA,3974687.0,89109271.68750685,22.419192174756617
4240,2012,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,772476.6382169855,0.19434904892309396
4241,2012,Empresário,PARAÍBA,3974687.0,163796035.27958548,41.20979470322707
4242,2012,Outros,PARAÍBA,3974687.0,1128940337.1282926,284.03251303267217
4243,2012,Servidor ou empregado público,PARAÍBA,3974687.0,311956192.028282,78.48572529818875
4263,2013,Aposentado/pensionista,PARAÍBA,3974687.0,118727343.43377069,29.87086616726567
4264,2013,Autônomo,PARAÍBA,3974687.0,166557587.59712538,41.90457955484932
4265,2013,Empregado de empresa privada,PARAÍBA,3974687.0,98714567.65318859,24.83580912237582
4266,2013,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,872352.2226481072,0.21947696073882225
4267,2013,Empresário,PARAÍBA,3974687.0,168161176.41163364,42.308029893079286
4268,2013,MEI,PARAÍBA,3974687.0,0.0,0.0
4269,2013,Outros,PARAÍBA,3974687.0,1227264446.025065,308.7700858017411
4270,2013,Servidor ou empregado público,PARAÍBA,3974687.0,346014434.66585845,87.05451137809303
4290,2014,Aposentado/pensionista,PARAÍBA,3974687.0,93817871.46826956,23.603838860335305
4291,2014,Autônomo,PARAÍBA,3974687.0,148121063.21020827,37.26609496803353
4292,2014,Empregado de empresa privada,PARAÍBA,3974687.0,92459559.21649742,23.262098176912403
4293,2014,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,359176.2396590126,0.0903659180355617
4294,2014,Empresário,PARAÍBA,3974687.0,150501316.4369867,37.86494796621387
4295,2014,MEI,PARAÍBA,3974687.0,7296.478395262346,0.0018357365989478784
4296,2014,Outros,PARAÍBA,3974687.0,1309355366.433427,329.4235159733149
4297,2014,Servidor ou empregado público,PARAÍBA,3974687.0,295096746.1622157,74.24402126814407
4318,2015,Aposentado/pensionista,PARAÍBA,3974687.0,74445783.71567674,18.729973886164306
4319,2015,Autônomo,PARAÍBA,3974687.0,152181893.97230956,38.28776806131138
4320,2015,Empregado de empresa privada,PARAÍBA,3974687.0,85339768.55494069,21.47081482263652
4321,2015,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,781782.0479825167,0.1966902168604765
4322,2015,Empresário,PARAÍBA,3974687.0,169139316.30981293,42.554122201273444
4323,2015,MEI,PARAÍBA,3974687.0,0.0,0.0
4324,2015,Outros,PARAÍBA,3974687.0,1413593555.063901,355.6490247065746
4325,2015,Servidor ou empregado público,PARAÍBA,3974687.0,260689497.3746824,65.5874279848155
4346,2016,Aposentado/pensionista,PARAÍBA,3974687.0,95610990.71921575,24.054973566274715
4347,2016,Autônomo,PARAÍBA,3974687.0,83008150.55578408,20.88419806535309
4348,2016,Empregado de empresa privada,PARAÍBA,3974687.0,103331942.20988612,25.997504258797264
4349,2016,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,553942.6423359009,0.13936761368527908
4350,2016,Empresário,PARAÍBA,3974687.0,169757036.61594924,42.709535773747525
4351,2016,MEI,PARAÍBA,3974687.0,15112665.872554878,3.802227916954185
4352,2016,Outros,PARAÍBA,3974687.0,1517296563.992413,381.739886434432
4353,2016,Servidor ou empregado público,PARAÍBA,3974687.0,311215575.80710393,78.29939207970438
4373,2017,Aposentado/pensionista,PARAÍBA,3974687.0,133410419.42128062,33.565012646601005
4374,2017,Autônomo,PARAÍBA,3974687.0,205263136.40524817,51.64259132989545
4375,2017,Empregado de empresa privada,PARAÍBA,3974687.0,170483371.06216073,42.8922758099344
4376,2017,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,1089509.1478324644,0.27411193581594334
4377,2017,Empresário,PARAÍBA,3974687.0,217760782.30364814,54.78690078077799
4378,2017,MEI,PARAÍBA,3974687.0,33179030.573799677,8.347583237069907
4379,2017,Outros,PARAÍBA,3974687.0,1002728903.0754589,252.27870850596761
4380,2017,Servidor ou empregado público,PARAÍBA,3974687.0,345526323.6294712,86.93170647889285
4401,2018,Aposentado/pensionista,PARAÍBA,3974687.0,158242736.91238195,39.81262849436495
4402,2018,Autônomo,PARAÍBA,3974687.0,195076684.6117817,49.07976014508355
4403,2018,Empregado de empresa privada,PARAÍBA,3974687.0,185640078.04364893,46.70558412364267
4404,2018,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,1574039.8923126394,0.39601606172074416
4405,2018,Empresário,PARAÍBA,3974687.0,197956702.16679147,49.80434991907324
4406,2018,MEI,PARAÍBA,3974687.0,44609665.45983782,11.223441106139381
4407,2018,Outros,PARAÍBA,3974687.0,1010301846.0117927,254.18400140987018
4408,2018,Servidor ou empregado público,PARAÍBA,3974687.0,346672272.2586402,87.22001814448288
4429,2019,Aposentado/pensionista,PARAÍBA,3974687.0,169335335.9148893,42.60343919279413
4430,2019,Autônomo,PARAÍBA,3974687.0,234302222.87060213,58.94859717774057
4431,2019,Empregado de empresa privada,PARAÍBA,3974687.0,240672821.21752372,60.55138963584396
4432,2019,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,1495422.7800670508,0.37623661437166017
4433,2019,Empresário,PARAÍBA,3974687.0,231476931.78936067,58.23777615428855
4434,2019,MEI,PARAÍBA,3974687.0,58656679.14867968,14.757559311885359
4435,2019,Outros,PARAÍBA,3974687.0,1348700603.7128282,339.32246833846995
4436,2019,Servidor ou empregado público,PARAÍBA,3974687.0,394459753.3391093,99.24297267661814
4457,2020,Aposentado/pensionista,PARAÍBA,3974687.0,184550740.275007,46.43151530548368
4458,2020,Autônomo,PARAÍBA,3974687.0,265303892.07104364,66.74837341180417
4459,2020,Empregado de empresa privada,PARAÍBA,3974687.0,270138955.1079665,67.96483725837192
4460,2020,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,1785747.2377342607,0.44927996537444603
4461,2020,Empresário,PARAÍBA,3974687.0,255352197.3853353,64.24460526963136
4462,2020,MEI,PARAÍBA,3974687.0,73632511.19325985,18.525360913515918
4463,2020,Outros,PARAÍBA,3974687.0,1409745318.0240445,354.68083852239045
4464,2020,Servidor ou empregado público,PARAÍBA,3974687.0,442176961.4655809,111.24824708601732
4485,2021,Aposentado/pensionista,PARAÍBA,3974687.0,200531811.9578832,50.45222729686217
4486,2021,Autônomo,PARAÍBA,3974687.0,292749965.2178107,73.65358963304801
4487,2021,Empregado de empresa privada,PARAÍBA,3974687.0,317297121.5738808,79.82946118119007
4488,2021,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,2188171.8878492387,0.5505268434594318
4489,2021,Empresário,PARAÍBA,3974687.0,251106241.62088636,63.17635618122543
4490,2021,MEI,PARAÍBA,3974687.0,81941815.4014215,20.615916524099006
4491,2021,Outros,PARAÍBA,3974687.0,1808136347.9207428,454.91288947299313
4492,2021,Servidor ou empregado público,PARAÍBA,3974687.0,515057355.02875215,129.58438111699164
4513,2022,Aposentado/pensionista,PARAÍBA,3974687.0,231106001.04921836,58.14445289634589
4514,2022,Autônomo,PARAÍBA,3974687.0,347500177.4775977,87.42831258853785
4515,2022,Empregado de empresa privada,PARAÍBA,3974687.0,447504655.3660116,112.58865298475368
4516,2022,Empregado de entidades sem fins lucrativos,PARAÍBA,3974687.0,2721339.191744482,0.6846675453298542
4517,2022,Empresário,PARAÍBA,3974687.0,315373831.4350185,79.34557650326138
4518,2022,MEI,PARAÍBA,3974687.0,111896216.3764418,28.15220830632495
4519,2022,Outros,PARAÍBA,3974687.0,2321076610.1562166,583.9646266878918
4520,2022,Servidor ou empregado público,PARAÍBA,3974687.0,708963184.066876,178.3695632050715
4541,2012,Aposentado/pensionista,PERNAMBUCO,9058931.0,285786978.1021659,31.547538898592546
4542,2012,Autônomo,PERNAMBUCO,9058931.0,365908806.1460248,40.39205135197793
4543,2012,Empregado de empresa privada,PERNAMBUCO,9058931.0,321314853.58602,35.46940070368347
4544,2012,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,2729653.6956406357,0.3013218331876725
4545,2012,Empresário,PERNAMBUCO,9058931.0,435014457.21264404,48.02050674772156
4546,2012,Outros,PERNAMBUCO,9058931.0,2391463694.2555914,263.98961359299363
4547,2012,Servidor ou empregado público,PERNAMBUCO,9058931.0,514243241.8566511,56.76643765767187
4567,2013,Aposentado/pensionista,PERNAMBUCO,9058931.0,251078230.12144133,27.716099186696677
4568,2013,Autônomo,PERNAMBUCO,9058931.0,381657951.7947599,42.130572778925014
4569,2013,Empregado de empresa privada,PERNAMBUCO,9058931.0,352478883.0798008,38.9095449650517
4570,2013,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,3530131.162180427,0.3896851805340417
4571,2013,Empresário,PERNAMBUCO,9058931.0,458250399.4366284,50.58548292691802
4572,2013,Outros,PERNAMBUCO,9058931.0,2627315838.7441044,290.02493105909565
4573,2013,Servidor ou empregado público,PERNAMBUCO,9058931.0,501921909.4897961,55.40630671431277
4594,2014,Aposentado/pensionista,PERNAMBUCO,9058931.0,221416113.9713203,24.44174858725829
4595,2014,Autônomo,PERNAMBUCO,9058931.0,360021365.48310685,39.74214678123797
4596,2014,Empregado de empresa privada,PERNAMBUCO,9058931.0,348126731.3467458,38.42911833049018
4597,2014,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,5368268.4120761445,0.5925940281558767
4598,2014,Empresário,PERNAMBUCO,9058931.0,425642287.1408201,46.98592881884409
4599,2014,Outros,PERNAMBUCO,9058931.0,2614568003.2828293,288.6177191638648
4600,2014,Servidor ou empregado público,PERNAMBUCO,9058931.0,460558820.13624996,50.84030556544144
4621,2015,Aposentado/pensionista,PERNAMBUCO,9058931.0,196700167.90098917,21.713397298311378
4622,2015,Autônomo,PERNAMBUCO,9058931.0,384259696.7306133,42.41777498146451
4623,2015,Empregado de empresa privada,PERNAMBUCO,9058931.0,357444463.9061147,39.4576869948689
4624,2015,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,4982595.933942032,0.5500202986359022
4625,2015,Empresário,PERNAMBUCO,9058931.0,483321536.9476461,53.35304319545497
4626,2015,Outros,PERNAMBUCO,9058931.0,2884775728.941658,318.4454908577688
4627,2015,Servidor ou empregado público,PERNAMBUCO,9058931.0,436473468.0797712,48.181564478167594
4648,2016,Aposentado/pensionista,PERNAMBUCO,9058931.0,228993680.46170294,25.27822327620146
4649,2016,Autônomo,PERNAMBUCO,9058931.0,160868441.0348194,17.757993855436077
4650,2016,Empregado de empresa privada,PERNAMBUCO,9058931.0,375950993.0957706,41.5005913055051
4651,2016,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,1814575.0806451126,0.20030785979550045
4652,2016,Empresário,PERNAMBUCO,9058931.0,433099542.7431605,47.80912259329059
4653,2016,MEI,PERNAMBUCO,9058931.0,25945401.343057487,2.8640687673918133
4654,2016,Outros,PERNAMBUCO,9058931.0,2880099548.077766,317.92929519804994
4655,2016,Servidor ou empregado público,PERNAMBUCO,9058931.0,544374746.2511533,60.092603227815
4676,2017,Aposentado/pensionista,PERNAMBUCO,9058931.0,336317002.7511868,37.1254624581186
4677,2017,Autônomo,PERNAMBUCO,9058931.0,364104729.1906118,40.19290236238821
4678,2017,Empregado de empresa privada,PERNAMBUCO,9058931.0,557389910.2081968,61.52932506144453
4679,2017,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,4197029.482760161,0.46330295293784235
4680,2017,Empresário,PERNAMBUCO,9058931.0,563658601.3963139,62.22131522983384
4681,2017,MEI,PERNAMBUCO,9058931.0,49176674.83166506,5.428529572823224
4682,2017,Outros,PERNAMBUCO,9058931.0,1687599244.1558652,186.2912129649586
4683,2017,Servidor ou empregado público,PERNAMBUCO,9058931.0,610015134.6572983,67.33853416670226
4704,2018,Aposentado/pensionista,PERNAMBUCO,9058931.0,361900149.70983577,39.94954257956439
4705,2018,Autônomo,PERNAMBUCO,9058931.0,326397061.6476302,36.03041701583004
4706,2018,Empregado de empresa privada,PERNAMBUCO,9058931.0,579375344.0838193,63.95625974895043
4707,2018,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,3119847.9400403947,0.3443947128022495
4708,2018,Empresário,PERNAMBUCO,9058931.0,539879675.7010343,59.596400027887874
4709,2018,MEI,PERNAMBUCO,9058931.0,62853388.190009035,6.938278720746304
4710,2018,Outros,PERNAMBUCO,9058931.0,1715239799.7556665,189.34240693031734
4711,2018,Servidor ou empregado público,PERNAMBUCO,9058931.0,557657734.4112793,61.55888972013136
4732,2019,Aposentado/pensionista,PERNAMBUCO,9058931.0,419835552.6673382,46.344933267218636
4733,2019,Autônomo,PERNAMBUCO,9058931.0,391371729.32226866,43.202860174370315
4734,2019,Empregado de empresa privada,PERNAMBUCO,9058931.0,719345706.1025378,79.40735017217128
4735,2019,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,3543488.8732102243,0.3911597155569707
4736,2019,Empresário,PERNAMBUCO,9058931.0,595674397.9491235,65.75548460951116
4737,2019,MEI,PERNAMBUCO,9058931.0,85023743.92921312,9.38562661855059
4738,2019,Outros,PERNAMBUCO,9058931.0,2208193874.219917,243.75876957445826
4739,2019,Servidor ou empregado público,PERNAMBUCO,9058931.0,640572989.8997416,70.71176388248698
4760,2020,Aposentado/pensionista,PERNAMBUCO,9058931.0,498857955.0667711,55.068081991878636
4761,2020,Autônomo,PERNAMBUCO,9058931.0,436135755.55963427,48.144284966916544
4762,2020,Empregado de empresa privada,PERNAMBUCO,9058931.0,850971905.1210498,93.93734262034337
4763,2020,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,3754045.1587437056,0.4144026661361816
4764,2020,Empresário,PERNAMBUCO,9058931.0,650571487.0419393,71.81548099239737
4765,2020,MEI,PERNAMBUCO,9058931.0,111636489.63925447,12.323362396650825
4766,2020,Outros,PERNAMBUCO,9058931.0,2254307102.64241,248.84913050363335
4767,2020,Servidor ou empregado público,PERNAMBUCO,9058931.0,734847117.5676626,81.11852464354376
4788,2021,Aposentado/pensionista,PERNAMBUCO,9058931.0,552031460.3508353,60.937814886859755
4789,2021,Autônomo,PERNAMBUCO,9058931.0,490426659.9415797,54.13736564960917
4790,2021,Empregado de empresa privada,PERNAMBUCO,9058931.0,976505832.2330887,107.79481952485219
4791,2021,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,5263521.3268035045,0.5810311754006631
4792,2021,Empresário,PERNAMBUCO,9058931.0,680356270.3583187,75.10337261188089
4793,2021,MEI,PERNAMBUCO,9058931.0,124515026.93315683,13.745002245094573
4794,2021,Outros,PERNAMBUCO,9058931.0,3032233744.788391,334.72313066391513
4795,2021,Servidor ou empregado público,PERNAMBUCO,9058931.0,892590696.5282083,98.53157028441969
4816,2022,Aposentado/pensionista,PERNAMBUCO,9058931.0,634161128.758404,70.00396942623848
4817,2022,Autônomo,PERNAMBUCO,9058931.0,641898941.9919965,70.85813348087059
4818,2022,Empregado de empresa privada,PERNAMBUCO,9058931.0,1430770180.804395,157.9402890699129
4819,2022,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058931.0,6810137.250756269,0.7517594792096628
4820,2022,Empresário,PERNAMBUCO,9058931.0,907704629.5884134,100.19997167308298
4821,2022,MEI,PERNAMBUCO,9058931.0,186252833.30726698,20.56013378479944
4822,2022,Outros,PERNAMBUCO,9058931.0,4206101902.378373,464.3044419234867
4823,2022,Servidor ou empregado público,PERNAMBUCO,9058931.0,1212907382.0235977,133.8907849086827
4844,2012,Aposentado/pensionista,PIAUÍ,3271199.0,60715328.70592767,18.560573265621464
4845,2012,Autônomo,PIAUÍ,3271199.0,90581825.14431486,27.690710697916835
4846,2012,Empregado de empresa privada,PIAUÍ,3271199.0,39316778.37255875,12.019072631337547
4847,2012,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,665483.3960095248,0.20343714827790202
4848,2012,Empresário,PIAUÍ,3271199.0,127475138.2932081,38.968934110461674
4849,2012,Outros,PIAUÍ,3271199.0,675297985.0553963,206.43745154464656
4850,2012,Servidor ou empregado público,PIAUÍ,3271199.0,210378346.82739648,64.31230470154719
4870,2013,Aposentado/pensionista,PIAUÍ,3271199.0,56000582.74626747,17.11928340228383
4871,2013,Autônomo,PIAUÍ,3271199.0,97584080.93660174,29.8312884470195
4872,2013,Empregado de empresa privada,PIAUÍ,3271199.0,44879715.53834697,13.719653111396454
4873,2013,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,601762.9688029846,0.18395792148474752
4874,2013,Empresário,PIAUÍ,3271199.0,144050694.31604955,44.03605354368522
4875,2013,Outros,PIAUÍ,3271199.0,739958635.3898493,226.20410295730994
4876,2013,Servidor ou empregado público,PIAUÍ,3271199.0,185726068.36655396,56.77614488343692
4896,2014,Aposentado/pensionista,PIAUÍ,3271199.0,50129825.09346539,15.324602720123535
4897,2014,Autônomo,PIAUÍ,3271199.0,86212321.50724708,26.354960828505718
4898,2014,Empregado de empresa privada,PIAUÍ,3271199.0,38770228.081208766,11.85199313193993
4899,2014,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,325925.3355457503,0.09963482366733124
4900,2014,Empresário,PIAUÍ,3271199.0,130980078.00211215,40.04038824972499
4901,2014,Outros,PIAUÍ,3271199.0,735202038.9997082,224.75001948817794
4902,2014,Servidor ou empregado público,PIAUÍ,3271199.0,170926368.77935728,52.25190175814962
4922,2015,Aposentado/pensionista,PIAUÍ,3271199.0,46674285.81401083,14.26825020856598
4923,2015,Autônomo,PIAUÍ,3271199.0,89735365.48792821,27.431949413022018
4924,2015,Empregado de empresa privada,PIAUÍ,3271199.0,41423487.801829375,12.66309013967948
4925,2015,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,298459.0317340253,0.09123842106029785
4926,2015,Empresário,PIAUÍ,3271199.0,142477791.81467915,43.55521991009387
4927,2015,Outros,PIAUÍ,3271199.0,794253415.3825873,242.80192534376152
4928,2015,Servidor ou empregado público,PIAUÍ,3271199.0,161180965.34333098,49.272748415284724
4948,2016,Aposentado/pensionista,PIAUÍ,3271199.0,52401973.88919658,16.01919476289782
4949,2016,Autônomo,PIAUÍ,3271199.0,55468402.79933566,16.956596892862727
4950,2016,Empregado de empresa privada,PIAUÍ,3271199.0,59324484.543015316,18.13539455808568
4951,2016,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,285950.57163096435,0.08741460596893198
4952,2016,Empresário,PIAUÍ,3271199.0,132462211.71045256,40.4934740168521
4953,2016,MEI,PIAUÍ,3271199.0,4397041.106334837,1.344168027177447
4954,2016,Outros,PIAUÍ,3271199.0,764190184.3158859,233.61164646843127
4955,2016,Servidor ou empregado público,PIAUÍ,3271199.0,195455469.4587602,59.750406336869204
4976,2017,Aposentado/pensionista,PIAUÍ,3271199.0,72824236.02117118,22.2622457457254
4977,2017,Autônomo,PIAUÍ,3271199.0,101881214.7662646,31.144914988744066
4978,2017,Empregado de empresa privada,PIAUÍ,3271199.0,92273116.94816239,28.20773574098133
4979,2017,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,1172331.4354695021,0.3583797364420514
4980,2017,Empresário,PIAUÍ,3271199.0,146938401.6211097,44.918820781343385
4981,2017,MEI,PIAUÍ,3271199.0,10244268.089594135,3.131655423468317
4982,2017,Outros,PIAUÍ,3271199.0,531017837.26886487,162.3312544632304
4983,2017,Servidor ou empregado público,PIAUÍ,3271199.0,222443900.70316297,68.00072410854949
5004,2018,Aposentado/pensionista,PIAUÍ,3271199.0,93531924.61641479,28.59255111548236
5005,2018,Autônomo,PIAUÍ,3271199.0,90720597.82709284,27.733133272262812
5006,2018,Empregado de empresa privada,PIAUÍ,3271199.0,114892375.09618165,35.122404688978456
5007,2018,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,796752.2819489633,0.24356582462545487
5008,2018,Empresário,PIAUÍ,3271199.0,130940249.6417443,40.0282127873432
5009,2018,MEI,PIAUÍ,3271199.0,15469941.069783138,4.729134812581912
5010,2018,Outros,PIAUÍ,3271199.0,554923175.1522235,169.63907581049745
5011,2018,Servidor ou empregado público,PIAUÍ,3271199.0,247827093.19047934,75.76032310797336
5032,2019,Aposentado/pensionista,PIAUÍ,3271199.0,92446264.66430952,28.260666704871674
5033,2019,Autônomo,PIAUÍ,3271199.0,114926222.08349198,35.13275165573601
5034,2019,Empregado de empresa privada,PIAUÍ,3271199.0,147608174.58640525,45.12356924369482
5035,2019,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,1035164.2937709412,0.31644797328775814
5036,2019,Empresário,PIAUÍ,3271199.0,154667980.22191375,47.281739882506
5037,2019,MEI,PIAUÍ,3271199.0,18555330.656334676,5.672333189247941
5038,2019,Outros,PIAUÍ,3271199.0,692746140.928686,211.77132327586492
5039,2019,Servidor ou empregado público,PIAUÍ,3271199.0,281609877.51362836,86.08766312096218
5060,2020,Aposentado/pensionista,PIAUÍ,3271199.0,99796994.44567584,30.507772362878516
5061,2020,Autônomo,PIAUÍ,3271199.0,115230938.84487431,35.225903054162806
5062,2020,Empregado de empresa privada,PIAUÍ,3271199.0,168234531.32549924,51.429011602626204
5063,2020,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,645760.9225992201,0.19740802152336806
5064,2020,Empresário,PIAUÍ,3271199.0,160251901.94779077,48.98873530708183
5065,2020,MEI,PIAUÍ,3271199.0,22523193.748580877,6.885302223613078
5066,2020,Outros,PIAUÍ,3271199.0,673884643.1131755,206.00539530403853
5067,2020,Servidor ou empregado público,PIAUÍ,3271199.0,307436350.76900697,93.98277230122868
5088,2021,Aposentado/pensionista,PIAUÍ,3271199.0,101068772.32752256,30.896552709731985
5089,2021,Autônomo,PIAUÍ,3271199.0,124826637.69579138,38.159291958633936
5090,2021,Empregado de empresa privada,PIAUÍ,3271199.0,182870008.79293892,55.90305230373906
5091,2021,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,710682.0791385625,0.21725430924213493
5092,2021,Empresário,PIAUÍ,3271199.0,173755571.11960948,53.11678412704622
5093,2021,MEI,PIAUÍ,3271199.0,27479291.555256236,8.40037293825788
5094,2021,Outros,PIAUÍ,3271199.0,894692024.8496864,273.505838333188
5095,2021,Servidor ou empregado público,PIAUÍ,3271199.0,339987942.0910733,103.93373869675104
5116,2022,Aposentado/pensionista,PIAUÍ,3271199.0,114385149.04071958,34.96734654196201
5117,2022,Autônomo,PIAUÍ,3271199.0,166256976.148733,50.82447633076832
5118,2022,Empregado de empresa privada,PIAUÍ,3271199.0,265847919.48087677,81.26925921684274
5119,2022,Empregado de entidades sem fins lucrativos,PIAUÍ,3271199.0,2010714.1838587492,0.6146719242267894
5120,2022,Empresário,PIAUÍ,3271199.0,222004347.56018877,67.86635345638977
5121,2022,MEI,PIAUÍ,3271199.0,40280678.24148285,12.313735190516642
5122,2022,Outros,PIAUÍ,3271199.0,1195963711.1239672,365.6040831279195
5123,2022,Servidor ou empregado público,PIAUÍ,3271199.0,442601892.3968932,135.30264970027602
5144,2012,Aposentado/pensionista,PARANÁ,11444380.0,276805022.5409571,24.18698282833645
5145,2012,Autônomo,PARANÁ,11444380.0,1027347793.4931635,89.76875929435788
5146,2012,Empregado de empresa privada,PARANÁ,11444380.0,1098866900.7387002,96.01803686514255
5147,2012,Empregado de entidades sem fins lucrativos,PARANÁ,11444380.0,6906691.416405032,0.6035007065830593
5148,2012,Empresário,PARANÁ,11444380.0,1745626158.4087458,152.5312999401231
5149,2012,Outros,PARANÁ,11444380.0,5056970772.624729,441.8737207803943
5150,2012,Servidor ou empregado público,PARANÁ,11444380.0,665130894.0364012,58.11856072905663
5172,2013,Aposentado/pensionista,PARANÁ,11444380.0,264220360.86171395,23.087346004039883
5173,2013,Autônomo,PARANÁ,11444380.0,1015224787.6944724,88.70946156056269
5174,2013,Empregado de empresa privada,PARANÁ,11444380.0,1137489157.2683384,99.39281614804284
5175,2013,Empregado de entidades sem fins lucrativos,PARANÁ,11444380.0,7239031.177476725,0.6325402667052933
