,data_base,ocupacao,modalidade,carteira_ativa,carteira_ativa_deflacionada
230,2018-05-31,Aposentado/pensionista,Veículos,13820945229.66,18033238335.353317
231,2018-05-31,Autônomo,Cartão de crédito,13352853906.64,17422483987.48024
232,2018-05-31,Autônomo,Empréstimo com consignação em folha,5248337154.56,6847904625.897923
233,2018-05-31,Autônomo,Empréstimo sem consignação em folha,7339510212.74,9576417150.330906
234,2018-05-31,Autônomo,Habitacional,39383849062.42,51387103045.7497
235,2018-05-31,Autônomo,Outros créditos,11778815188.55,15368715965.053219
236,2018-05-31,Autônomo,Rural e agroindustrial,45438249545.32,59286739797.9098
251,2018-05-31,Empregado de entidades sem fins lucrativos,Veículos,188219016.82,245583665.45559585
238,2018-05-31,Empregado de empresa privada,Cartão de crédito,37582463701.44,49036698568.44552
237,2018-05-31,Autônomo,Veículos,12665308127.82,16525390721.433619
248,2018-05-31,Empregado de entidades sem fins lucrativos,Habitacional,668964550.37,872848924.17025
247,2018-05-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,97014399.11,126582064.54340726
246,2018-05-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,199651370.05,260500326.15461293
245,2018-05-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,259778865.59,338953242.3309827
249,2018-05-31,Empregado de entidades sem fins lucrativos,Outros créditos,106032178.88,138348247.61887106
243,2018-05-31,Empregado de empresa privada,Rural e agroindustrial,6204321643.57,8095250292.113429
244,2018-05-31,Empregado de empresa privada,Veículos,38120631031.49,49738886412.02842
240,2018-05-31,Empregado de empresa privada,Empréstimo sem consignação em folha,13565775274.75,17700298689.297966
239,2018-05-31,Empregado de empresa privada,Empréstimo com consignação em folha,19927067561.22,26000360516.949116
242,2018-05-31,Empregado de empresa privada,Outros créditos,17671290475.12,23057076599.017628
241,2018-05-31,Empregado de empresa privada,Habitacional,190742995809.46,248876892793.81577
464,2018-06-30,Empregado de empresa privada,Empréstimo sem consignação em folha,13952891187.53,18132857184.665466
473,2018-06-30,Empregado de entidades sem fins lucrativos,Outros créditos,107761421.65,140044270.5768622
472,2018-06-30,Empregado de entidades sem fins lucrativos,Habitacional,671963449.94,873268278.7612346
471,2018-06-30,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,98385807.87,127859938.06782204
470,2018-06-30,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,200937991.02,261134401.83605802
469,2018-06-30,Empregado de entidades sem fins lucrativos,Cartão de crédito,258669289.01,336160671.83761954
468,2018-06-30,Empregado de empresa privada,Veículos,38301078258.55,49775202339.546616
467,2018-06-30,Empregado de empresa privada,Rural e agroindustrial,6192438300.25,8047550705.737515
466,2018-06-30,Empregado de empresa privada,Outros créditos,17776965927.58,23102536958.760265
465,2018-06-30,Empregado de empresa privada,Habitacional,192387014502.66998,250021748989.1163
463,2018-06-30,Empregado de empresa privada,Empréstimo com consignação em folha,20137235790.21,26169889506.781967
457,2018-06-30,Autônomo,Empréstimo sem consignação em folha,7434953939.85,9662295516.670746
461,2018-06-30,Autônomo,Veículos,12733638273.41,16548344077.91351
460,2018-06-30,Autônomo,Rural e agroindustrial,45482101025.08,59107494730.79622
459,2018-06-30,Autônomo,Outros créditos,11904760073.82,15471152991.518406
458,2018-06-30,Autônomo,Habitacional,39483074369.16,51311297359.45735
474,2018-06-30,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,181774860.5,236230437.18385628
456,2018-06-30,Autônomo,Empréstimo com consignação em folha,5294729788.46,6880909325.183021
455,2018-06-30,Autônomo,Cartão de crédito,13320947520.460001,17311597697.314545
454,2018-06-30,Aposentado/pensionista,Veículos,13804120882.26,17939518710.042305
453,2018-06-30,Aposentado/pensionista,Rural e agroindustrial,6787159770.02,8820437079.683558
452,2018-06-30,Aposentado/pensionista,Outros créditos,10503353690.51,13649917416.4177
451,2018-06-30,Aposentado/pensionista,Habitacional,23789280796.14,30916003386.297024
450,2018-06-30,Aposentado/pensionista,Empréstimo sem consignação em folha,16682063412.43,21679626776.812477
462,2018-06-30,Empregado de empresa privada,Cartão de crédito,37532713470.62,48776653094.23233
475,2018-06-30,Empregado de entidades sem fins lucrativos,Veículos,189400687.94,246140787.5209968
481,2018-06-30,Empresário,Rural e agroindustrial,90868486548.17,118090599791.76582
477,2018-06-30,Empresário,Empréstimo com consignação em folha,6882674315.35,8944565590.846537
503,2018-06-30,Servidor ou empregado público,Veículos,21087345216.2,27404629912.89066
501,2018-06-30,Servidor ou empregado público,Outros créditos,11305716169.5,14692649280.826036
500,2018-06-30,Servidor ou empregado público,Habitacional,105626605355.19,137269912311.6818
499,2018-06-30,Servidor ou empregado público,Empréstimo sem consignação em folha,16853891974.14,21902931232.344852
498,2018-06-30,Servidor ou empregado público,Empréstimo com consignação em folha,112513206196.65,146219580725.75165
497,2018-06-30,Servidor ou empregado público,Cartão de crédito,30060370106.8,39065767140.21403
496,2018-06-30,Outros,Veículos,44767682388.07,58179052665.21604
495,2018-06-30,Outros,Rural e agroindustrial,72741731144.58,94533484457.24522
494,2018-06-30,Outros,Outros créditos,27210428767.35,35362048778.30876
493,2018-06-30,Outros,Habitacional,109372580080.63,142138095099.09406
492,2018-06-30,Outros,Empréstimo sem consignação em folha,22520782705.04,29267492377.66148
476,2018-06-30,Empresário,Cartão de crédito,31558182165.11,41012289318.146454
491,2018-06-30,Outros,Empréstimo com consignação em folha,88905538689.27,115539597801.71309
502,2018-06-30,Servidor ou empregado público,Rural e agroindustrial,5593921993.18,7269732648.323503
488,2018-06-30,MEI,Rural e agroindustrial,243871198.38,316929412.8538657
487,2018-06-30,MEI,Outros créditos,1348003673.83,1751834639.3906615
486,2018-06-30,MEI,Habitacional,9134337774.64,11870775749.478405
485,2018-06-30,MEI,Empréstimo sem consignação em folha,729754189.88,948371798.1568924
484,2018-06-30,MEI,Empréstimo com consignação em folha,452233126.58,587711793.0783153
483,2018-06-30,MEI,Cartão de crédito,2972238307.51,3862652695.0226564
482,2018-06-30,Empresário,Veículos,24578797354.57,31942040987.144543
480,2018-06-30,Empresário,Outros créditos,34286723730.92,44558239320.21299
479,2018-06-30,Empresário,Habitacional,95175116991.67,123687397883.97127
478,2018-06-30,Empresário,Empréstimo sem consignação em folha,17832782133.87,23175074419.537632
490,2018-06-30,Outros,Cartão de crédito,58632107306.42,76196941116.65332
489,2018-06-30,MEI,Veículos,3254213047.26,4229100595.8089514
448,2018-06-30,Aposentado/pensionista,Cartão de crédito,25932457915.22,33701227186.827496
449,2018-06-30,Aposentado/pensionista,Empréstimo com consignação em folha,89379538480.08,116155597052.10504
366,2018-07-31,Empresário,Empréstimo sem consignação em folha,17929571727.71,23010919112.580936
367,2018-07-31,Empresário,Habitacional,95249302715.2,122243522243.30238
368,2018-07-31,Empresário,Outros créditos,34118622370.67,43788043101.487755
369,2018-07-31,Empresário,Rural e agroindustrial,90004698208.24,115512565591.35855
370,2018-07-31,Empresário,Veículos,24758073106.66,31774658440.962254
371,2018-07-31,MEI,Cartão de crédito,3041097560.6,3902962716.743686
372,2018-07-31,MEI,Empréstimo com consignação em folha,454385840.12,583161492.7390624
373,2018-07-31,MEI,Empréstimo sem consignação em folha,741448725.3199999,951579708.850295
374,2018-07-31,MEI,Habitacional,9183261455.11,11785852430.966467
375,2018-07-31,MEI,Outros créditos,1349147748.19,1731504253.1964567
376,2018-07-31,MEI,Rural e agroindustrial,244580953.16,313896651.58285016
377,2018-07-31,MEI,Veículos,3288245327.64,4220153632.543592
378,2018-07-31,Outros,Cartão de crédito,59890637408.6,76864000654.3105
379,2018-07-31,Outros,Empréstimo com consignação em folha,89419982915.69,114762138503.35606
380,2018-07-31,Outros,Empréstimo sem consignação em folha,22854039729.48,29331010667.58963
381,2018-07-31,Outros,Habitacional,110348274802.22,141621632922.91037
382,2018-07-31,Outros,Outros créditos,27303666921.98,35041688700.65805
383,2018-07-31,Outros,Rural e agroindustrial,71560870607.78,91841647429.67978
384,2018-07-31,Outros,Veículos,45116885226.86,57903279137.58105
385,2018-07-31,Servidor ou empregado público,Cartão de crédito,31122868465.04,39943274701.52025
386,2018-07-31,Servidor ou empregado público,Empréstimo com consignação em folha,113272820272.87,145375011993.4314
387,2018-07-31,Servidor ou empregado público,Empréstimo sem consignação em folha,16634872495.12,21349294408.505856
388,2018-07-31,Servidor ou empregado público,Habitacional,105987655891.41,136025188648.5409
389,2018-07-31,Servidor ou empregado público,Outros créditos,11134043264.59,14289497420.704987
390,2018-07-31,Servidor ou empregado público,Rural e agroindustrial,5555172479.24,7129541436.76883
365,2018-07-31,Empresário,Empréstimo com consignação em folha,6932679695.36,8897442399.966145
364,2018-07-31,Empresário,Cartão de crédito,32478966448.6,41683698928.174034
391,2018-07-31,Servidor ou empregado público,Veículos,21274621699.82,27303976164.066654
362,2018-07-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,182837822.29999998,234655149.80279493
336,2018-07-31,Aposentado/pensionista,Cartão de crédito,26481756961.62,33986844563.670727
337,2018-07-31,Aposentado/pensionista,Empréstimo com consignação em folha,89949323784.67,115441497726.43538
338,2018-07-31,Aposentado/pensionista,Empréstimo sem consignação em folha,16490849598.83,21164454565.858253
339,2018-07-31,Aposentado/pensionista,Habitacional,23681444991.4,30392907507.319485
340,2018-07-31,Aposentado/pensionista,Outros créditos,10351914286.08,13285708432.690054
341,2018-07-31,Aposentado/pensionista,Rural e agroindustrial,6722902866.36,8628213568.56286
342,2018-07-31,Aposentado/pensionista,Veículos,13831645012.02,17751615565.564713
363,2018-07-31,Empregado de entidades sem fins lucrativos,Veículos,191432513.96,245685628.25422275
344,2018-07-31,Autônomo,Empréstimo com consignação em folha,5338764633.04,6851802318.4083
345,2018-07-31,Autônomo,Empréstimo sem consignação em folha,7488582928.57,9610891919.457336
346,2018-07-31,Autônomo,Habitacional,39525193033.62,50726868082.41694
347,2018-07-31,Autônomo,Outros créditos,11848511861.48,15206450672.081661
348,2018-07-31,Autônomo,Rural e agroindustrial,44887444426.95,57608813448.82757
343,2018-07-31,Autônomo,Cartão de crédito,13674438492.99,17549855782.993942
350,2018-07-31,Empregado de empresa privada,Cartão de crédito,38670390011.270004,49629808793.81798
349,2018-07-31,Autônomo,Veículos,12811035753.4,16441759566.08426
361,2018-07-31,Empregado de entidades sem fins lucrativos,Outros créditos,107730806.38,138262358.3647594
360,2018-07-31,Empregado de entidades sem fins lucrativos,Habitacional,674630567.88,865824887.7394665
359,2018-07-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,101953791.25,130848102.74909753
357,2018-07-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,266570664.48,342118378.02328163
358,2018-07-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,202736896.17,260193739.6917084
355,2018-07-31,Empregado de empresa privada,Rural e agroindustrial,6140041898.37,7880166331.741798
354,2018-07-31,Empregado de empresa privada,Outros créditos,17853768171.27,22913632376.892155
353,2018-07-31,Empregado de empresa privada,Habitacional,193875493549.27,248820962805.21472
352,2018-07-31,Empregado de empresa privada,Empréstimo sem consignação em folha,14416551193.55,18502287641.62073
351,2018-07-31,Empregado de empresa privada,Empréstimo com consignação em folha,20231456702.26,25965171994.927986
356,2018-07-31,Empregado de empresa privada,Veículos,38569258861.5,49500016474.04253
36,2018-08-31,MEI,Empréstimo com consignação em folha,457431370.5,585138805.8035382
39,2018-08-31,MEI,Outros créditos,1355626690.6200001,1734095722.3763242
38,2018-08-31,MEI,Habitacional,9238548832.25,11817802144.071442
37,2018-08-31,MEI,Empréstimo sem consignação em folha,763271200.93,976364166.9967465
35,2018-08-31,MEI,Cartão de crédito,3114624883.46,3984177741.9893174
29,2018-08-31,Empresário,Empréstimo com consignação em folha,7003910472.92,8959288921.526434
33,2018-08-31,Empresário,Rural e agroindustrial,92112651944.27,117829013561.42804
32,2018-08-31,Empresário,Outros créditos,35250751405.05,45092190678.31369
31,2018-08-31,Empresário,Habitacional,95323109099.45,121935778394.39536
30,2018-08-31,Empresário,Empréstimo sem consignação em folha,18079556234.24,23127075724.60011
34,2018-08-31,Empresário,Veículos,25124974957.29,32139461327.89875
40,2018-08-31,MEI,Rural e agroindustrial,246528935.21,315355823.9504198
53,2018-08-31,Servidor ou empregado público,Outros créditos,11174261880.75,14293934946.986881
42,2018-08-31,Outros,Cartão de crédito,61012076507.21,78045660812.46272
43,2018-08-31,Outros,Empréstimo com consignação em folha,90049564596.8,115189945616.77122
44,2018-08-31,Outros,Empréstimo sem consignação em folha,23381966739.43,29909833425.488953
45,2018-08-31,Outros,Habitacional,111635272803.91,142802034199.42776
46,2018-08-31,Outros,Outros créditos,27620289371.36,35331427140.7316
47,2018-08-31,Outros,Rural e agroindustrial,73142012475.88,93562078585.52176
48,2018-08-31,Outros,Veículos,45832074717.88,58627648205.68606
49,2018-08-31,Servidor ou empregado público,Cartão de crédito,31360794935.92,40116221320.36062
50,2018-08-31,Servidor ou empregado público,Empréstimo com consignação em folha,114403771246.78,146343452600.52954
51,2018-08-31,Servidor ou empregado público,Empréstimo sem consignação em folha,16869679804.37,21579421376.866695
52,2018-08-31,Servidor ou empregado público,Habitacional,106438466016.89,136154363065.66888
28,2018-08-31,Empresário,Cartão de crédito,33186498682.29,42451632004.44703
41,2018-08-31,MEI,Veículos,3353805601.81,4290133845.8603163
27,2018-08-31,Empregado de entidades sem fins lucrativos,Veículos,193387364.11,247377986.2739419
13,2018-08-31,Autônomo,Veículos,12994265367.13,16622053950.750462
25,2018-08-31,Empregado de entidades sem fins lucrativos,Outros créditos,107870967.81,137986796.17495826
55,2018-08-31,Servidor ou empregado público,Veículos,21562228561.2,27582053799.616947
0,2018-08-31,Aposentado/pensionista,Cartão de crédito,26908631523.57,34421085939.73048
1,2018-08-31,Aposentado/pensionista,Empréstimo com consignação em folha,90704622083.82,116027884552.3291
2,2018-08-31,Aposentado/pensionista,Empréstimo sem consignação em folha,16620528200.55,21260710677.67718
3,2018-08-31,Aposentado/pensionista,Habitacional,23575764003.79,30157735749.528625
4,2018-08-31,Aposentado/pensionista,Outros créditos,10362835540.69,13255971505.386314
5,2018-08-31,Aposentado/pensionista,Rural e agroindustrial,6791799345.56,8687959800.33956
6,2018-08-31,Aposentado/pensionista,Veículos,13972585254.39,17873504916.825314
7,2018-08-31,Autônomo,Cartão de crédito,13926286565.14,17814280382.862106
8,2018-08-31,Autônomo,Empréstimo com consignação em folha,5390081252.7,6894904702.188363
9,2018-08-31,Autônomo,Empréstimo sem consignação em folha,7612133018.47,9737317357.960299
10,2018-08-31,Autônomo,Habitacional,39593334632.21,50647152859.55936
11,2018-08-31,Autônomo,Outros créditos,12013596508.89,15367598219.015131
12,2018-08-31,Autônomo,Rural e agroindustrial,45924043144.0,58745292727.90732
14,2018-08-31,Empregado de empresa privada,Cartão de crédito,39213432649.54,50161188391.88645
15,2018-08-31,Empregado de empresa privada,Empréstimo com consignação em folha,20571404552.89,26314607764.26903
16,2018-08-31,Empregado de empresa privada,Empréstimo sem consignação em folha,14862277952.91,19011585417.45884
17,2018-08-31,Empregado de empresa privada,Habitacional,195660180371.25,250285336050.7292
18,2018-08-31,Empregado de empresa privada,Outros créditos,17953395859.8,22965693415.470634
19,2018-08-31,Empregado de empresa privada,Rural e agroindustrial,6298266827.389999,8056640990.718899
20,2018-08-31,Empregado de empresa privada,Veículos,39133826813.57,50059357894.901596
21,2018-08-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,269095523.43,344222638.3704225
22,2018-08-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,205229380.04,262526101.39340258
23,2018-08-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,103342899.38,132194564.32424197
24,2018-08-31,Empregado de entidades sem fins lucrativos,Habitacional,675793588.1999999,864464220.5819945
26,2018-08-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,186568028.38,238654802.3762918
54,2018-08-31,Servidor ou empregado público,Rural e agroindustrial,5625525075.05,7196080629.176299
74,2018-09-30,Empregado de empresa privada,Outros créditos,17503343960.11,22410141301.34094
111,2018-09-30,Servidor ou empregado público,Veículos,21750381228.45,27847771134.386986
86,2018-09-30,Empresário,Empréstimo sem consignação em folha,18136721851.96,23221077090.85934
87,2018-09-30,Empresário,Habitacional,93081633932.85,119175660019.52411
88,2018-09-30,Empresário,Outros créditos,34615740029.22,44319738392.45908
89,2018-09-30,Empresário,Rural e agroindustrial,92796330137.94,118810375627.44948
90,2018-09-30,Empresário,Veículos,24713549789.54,31641619115.95294
91,2018-09-30,MEI,Cartão de crédito,2712044923.3,3472325635.904112
92,2018-09-30,MEI,Empréstimo com consignação em folha,391181705.19,500843570.67918247
93,2018-09-30,MEI,Empréstimo sem consignação em folha,683054869.43,874538955.2636709
94,2018-09-30,MEI,Habitacional,8024995334.190001,10274681214.724266
95,2018-09-30,MEI,Outros créditos,1184270621.37,1516262950.9202504
97,2018-09-30,MEI,Veículos,2985893520.66,3822943539.3171835
85,2018-09-30,Empresário,Empréstimo com consignação em folha,7110086100.04,9103291035.685913
98,2018-09-30,Outros,Cartão de crédito,61868241817.93,79212066240.89151
100,2018-09-30,Outros,Empréstimo sem consignação em folha,24173552321.9,30950241538.059387
101,2018-09-30,Outros,Habitacional,119147894434.18,152549201804.6617
102,2018-09-30,Outros,Outros créditos,27885825063.63,35703193709.99184
103,2018-09-30,Outros,Rural e agroindustrial,74797883819.31,95766337521.1125
104,2018-09-30,Outros,Veículos,48309746863.71,61852652608.27049
105,2018-09-30,Servidor ou empregado público,Cartão de crédito,30660564879.54,39255789801.95649
106,2018-09-30,Servidor ou empregado público,Empréstimo com consignação em folha,116829053880.24,149580309426.86786
107,2018-09-30,Servidor ou empregado público,Empréstimo sem consignação em folha,17417100935.19,22299721350.780807
108,2018-09-30,Servidor ou empregado público,Habitacional,107054586119.01,137065717690.92453
109,2018-09-30,Servidor ou empregado público,Outros créditos,11074478384.12,14179040644.5978
110,2018-09-30,Servidor ou empregado público,Rural e agroindustrial,5729575336.21,7335774990.982762
99,2018-09-30,Outros,Empréstimo com consignação em folha,92060788648.24,117868636222.98244
84,2018-09-30,Empresário,Cartão de crédito,31600416456.41,40459114531.67359
96,2018-09-30,MEI,Rural e agroindustrial,224108220.37,286933565.19357294
82,2018-09-30,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,199237819.82999998,255091124.59521976
83,2018-09-30,Empregado de entidades sem fins lucrativos,Veículos,201552704.74,258054952.4242146
57,2018-09-30,Aposentado/pensionista,Empréstimo com consignação em folha,87347751425.97,111834370407.81837
58,2018-09-30,Aposentado/pensionista,Empréstimo sem consignação em folha,15801067768.64,20230657765.41256
59,2018-09-30,Aposentado/pensionista,Habitacional,21180236047.78,27117794388.788425
60,2018-09-30,Aposentado/pensionista,Outros créditos,9295640382.27,11901532354.496017
61,2018-09-30,Aposentado/pensionista,Rural e agroindustrial,6354789113.33,8136257979.875373
62,2018-09-30,Aposentado/pensionista,Veículos,13018819413.16,16668448228.547672
63,2018-09-30,Autônomo,Cartão de crédito,13610037293.95,17425405086.538822
64,2018-09-30,Autônomo,Empréstimo com consignação em folha,5470116959.8,7003581388.98215
65,2018-09-30,Autônomo,Empréstimo sem consignação em folha,7740221921.33,9910075889.273209
66,2018-09-30,Autônomo,Habitacional,39901401013.46,51087154367.24398
67,2018-09-30,Autônomo,Outros créditos,12002884844.69,15367711793.02907
68,2018-09-30,Autônomo,Rural e agroindustrial,46054240284.16,58964848925.21347
56,2018-09-30,Aposentado/pensionista,Cartão de crédito,24657568808.81,31569944715.266647
78,2018-09-30,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,211975943.06,271400187.71760154
70,2018-09-30,Empregado de empresa privada,Cartão de crédito,38097910727.38,48778082898.45736
71,2018-09-30,Empregado de empresa privada,Empréstimo com consignação em folha,21023278750.82,26916836491.190895
72,2018-09-30,Empregado de empresa privada,Empréstimo sem consignação em folha,15297148181.66,19585471955.519794
73,2018-09-30,Empregado de empresa privada,Habitacional,195708991765.72,250573043037.26843
75,2018-09-30,Empregado de empresa privada,Rural e agroindustrial,6486642745.48,8305074780.499907
76,2018-09-30,Empregado de empresa privada,Veículos,38682175514.64,49526137468.47178
77,2018-09-30,Empregado de entidades sem fins lucrativos,Cartão de crédito,270236930.01,345993759.8304857
69,2018-09-30,Autônomo,Veículos,13185766771.13,16882196749.431433
79,2018-09-30,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,107554039.99,137705185.88899547
80,2018-09-30,Empregado de entidades sem fins lucrativos,Habitacional,701785221.46,898520077.7607645
81,2018-09-30,Empregado de entidades sem fins lucrativos,Outros créditos,111440773.46,142681506.2116639
148,2018-10-31,MEI,Empréstimo com consignação em folha,394146025.53,502228345.058488
112,2018-10-31,Aposentado/pensionista,Cartão de crédito,25300360043.77,32238198868.250057
150,2018-10-31,MEI,Habitacional,8055422085.11,10264371680.80605
149,2018-10-31,MEI,Empréstimo sem consignação em folha,704479707.64,897661411.7053804
147,2018-10-31,MEI,Cartão de crédito,2795069725.58,3561530883.670625
141,2018-10-31,Empresário,Empréstimo com consignação em folha,7177664610.34,9145916450.09892
145,2018-10-31,Empresário,Rural e agroindustrial,93443576690.08,119067578606.9363
144,2018-10-31,Empresário,Outros créditos,34505693107.18,43967808938.35515
143,2018-10-31,Empresário,Habitacional,93161799878.07,118708533246.06694
142,2018-10-31,Empresário,Empréstimo sem consignação em folha,18423417973.44,23475468785.152855
151,2018-10-31,MEI,Outros créditos,1197471013.73,1525840288.94477
146,2018-10-31,Empresário,Veículos,25008427756.29,31866213207.82619
152,2018-10-31,MEI,Rural e agroindustrial,227414752.01,289776192.44108164
158,2018-10-31,Outros,Outros créditos,28280538792.12,36035599181.369225
154,2018-10-31,Outros,Cartão de crédito,63873929575.62,81389373139.0788
155,2018-10-31,Outros,Empréstimo com consignação em folha,92722044968.21,118148189195.11946
156,2018-10-31,Outros,Empréstimo sem consignação em folha,24780122023.55,31575301710.83166
157,2018-10-31,Outros,Habitacional,120311750965.19,153303516119.65506
159,2018-10-31,Outros,Rural e agroindustrial,75398034819.09,96073606722.11478
160,2018-10-31,Outros,Veículos,49099673984.13,62563736307.634026
161,2018-10-31,Servidor ou empregado público,Cartão de crédito,31639363731.68,40315477656.53096
162,2018-10-31,Servidor ou empregado público,Empréstimo com consignação em folha,117909008856.45,150241896530.18393
163,2018-10-31,Servidor ou empregado público,Empréstimo sem consignação em folha,17734239474.53,22597304463.967487
164,2018-10-31,Servidor ou empregado público,Habitacional,107460217467.81,136927848266.16402
165,2018-10-31,Servidor ou empregado público,Outros créditos,11273755284.49,14365232914.65447
153,2018-10-31,MEI,Veículos,3038979437.95,3872325267.611338
140,2018-10-31,Empresário,Cartão de crédito,32583851412.96,41518961782.64776
113,2018-10-31,Aposentado/pensionista,Empréstimo com consignação em folha,88003775097.54,112136080191.86487
138,2018-10-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,201509368.55,256767061.2549268
166,2018-10-31,Servidor ou empregado público,Rural e agroindustrial,5779991668.61,7364975065.458068
114,2018-10-31,Aposentado/pensionista,Empréstimo sem consignação em folha,15949874557.35,20323632826.32839
115,2018-10-31,Aposentado/pensionista,Habitacional,21093984026.03,26878354726.113758
116,2018-10-31,Aposentado/pensionista,Outros créditos,9475421721.29,12073762163.187193
117,2018-10-31,Aposentado/pensionista,Rural e agroindustrial,6316482603.24,8048581994.833532
118,2018-10-31,Aposentado/pensionista,Veículos,13120956434.99,16718971673.172379
119,2018-10-31,Autônomo,Cartão de crédito,14003700795.79,17843781288.690254
120,2018-10-31,Autônomo,Empréstimo com consignação em folha,5522471543.24,7036838035.001102
121,2018-10-31,Autônomo,Empréstimo sem consignação em folha,7872846245.66,10031730081.613625
122,2018-10-31,Autônomo,Habitacional,39942283277.51,50895215298.306526
123,2018-10-31,Autônomo,Outros créditos,12233582144.69,15588262513.62791
124,2018-10-31,Autônomo,Rural e agroindustrial,46681405868.78,59482333185.91843
125,2018-10-31,Autônomo,Veículos,13363888137.01,17028519857.766365
126,2018-10-31,Empregado de empresa privada,Cartão de crédito,39577262594.62,50430099017.52341
127,2018-10-31,Empregado de empresa privada,Empréstimo com consignação em folha,21306564469.6,27149228761.24426
128,2018-10-31,Empregado de empresa privada,Empréstimo sem consignação em folha,15699497741.22,20004597936.056705
129,2018-10-31,Empregado de empresa privada,Habitacional,197139374056.18,251198731345.73965
130,2018-10-31,Empregado de empresa privada,Outros créditos,17961770660.83,22887229019.190353
131,2018-10-31,Empregado de empresa privada,Rural e agroindustrial,6564305543.31,8364362687.767125
132,2018-10-31,Empregado de empresa privada,Veículos,39191594682.58,49938673645.55484
133,2018-10-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,277750837.15,353915387.30570465
134,2018-10-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,214033810.4,272725942.7244242
135,2018-10-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,108750272.24,138571660.537011
136,2018-10-31,Empregado de entidades sem fins lucrativos,Habitacional,707327073.89,901289579.8128476
137,2018-10-31,Empregado de entidades sem fins lucrativos,Outros créditos,113068191.24,144073634.86378637
139,2018-10-31,Empregado de entidades sem fins lucrativos,Veículos,204419353.61,260475019.4383526
167,2018-10-31,Servidor ou empregado público,Veículos,21973115071.69,27998560186.913853
307,2018-11-30,Empregado de entidades sem fins lucrativos,Veículos,207586969.39,263326479.98959678
281,2018-11-30,Aposentado/pensionista,Empréstimo com consignação em folha,88439625886.23,112186691894.25352
312,2018-11-30,Empresário,Outros créditos,35084990633.17,44505717825.396835
313,2018-11-30,Empresário,Rural e agroindustrial,94732474243.21,120169243071.82127
314,2018-11-30,Empresário,Veículos,25407046967.74,32229133960.60025
315,2018-11-30,MEI,Cartão de crédito,3027111003.66,3839925441.7265096
316,2018-11-30,MEI,Empréstimo com consignação em folha,396406428.29,502846155.1011144
317,2018-11-30,MEI,Empréstimo sem consignação em folha,720443107.96,913890444.1321391
318,2018-11-30,MEI,Habitacional,8108869260.47,10286194770.94342
319,2018-11-30,MEI,Outros créditos,1186331176.82,1504874866.7216454
320,2018-11-30,MEI,Rural e agroindustrial,228071724.84,289311630.0303106
321,2018-11-30,MEI,Veículos,3100918497.88,3933551104.7771187
322,2018-11-30,Outros,Cartão de crédito,68388358278.01,86751426212.03127
311,2018-11-30,Empresário,Habitacional,93403808972.53,118483815755.06482
323,2018-11-30,Outros,Empréstimo com consignação em folha,93093579481.48,118090286045.04875
325,2018-11-30,Outros,Habitacional,121733868730.33,154420825365.24402
326,2018-11-30,Outros,Outros créditos,28208863399.07,35783270622.48787
327,2018-11-30,Outros,Rural e agroindustrial,76169154432.71,96621456440.5878
328,2018-11-30,Outros,Veículos,50054211627.07,63494348393.55401
329,2018-11-30,Servidor ou empregado público,Cartão de crédito,33866844064.98,42960484765.463104
330,2018-11-30,Servidor ou empregado público,Empréstimo com consignação em folha,118778513875.13,150671923430.663
331,2018-11-30,Servidor ou empregado público,Empréstimo sem consignação em folha,17992176377.37,22823284557.441254
332,2018-11-30,Servidor ou empregado público,Habitacional,108162471896.85,137205350968.15788
333,2018-11-30,Servidor ou empregado público,Outros créditos,11115318221.73,14099910172.075495
334,2018-11-30,Servidor ou empregado público,Rural e agroindustrial,5821602553.85,7384770406.873214
335,2018-11-30,Servidor ou empregado público,Veículos,22294950863.92,28281403932.957493
324,2018-11-30,Outros,Empréstimo sem consignação em folha,25182344871.5,31944096743.557983
310,2018-11-30,Empresário,Empréstimo sem consignação em folha,18754268061.34,23790006703.628296
309,2018-11-30,Empresário,Empréstimo com consignação em folha,7225726404.47,9165917808.079094
308,2018-11-30,Empresário,Cartão de crédito,34551026423.85,43828378028.52114
