,data_base,porte,modalidade,longo_prazo,numero_de_operacoes,longo_prazo_deflacionado
656,2018-01-31,Indisponível,Rural e agroindustrial,50491642.57,3924.0,66840736.323002316
657,2018-01-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,324510336.79,10183815.0,429586140.4270625
658,2018-01-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,28576737722.22,2035477.0,37829828736.79368
659,2018-01-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8154640247.65,1333971.0,10795096591.410334
660,2018-01-31,Mais de 10 a 20 salários mínimos,Habitacional,80002920122.34999,499048.0,105907707033.98433
661,2018-01-31,Mais de 10 a 20 salários mínimos,Outros créditos,6455803610.63,2259821.0,8546180019.653224
662,2018-01-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,16361251207.33,655296.0,21658991908.36223
663,2018-01-31,Mais de 10 a 20 salários mínimos,Veículos,8290507179.94,628549.0,10974956966.988745
664,2018-01-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,448665871.68,54441033.0,593942991.3478624
665,2018-01-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,30459398048.8,11930740.0,40322090744.31805
666,2018-01-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2586284655.5099998,5584282.0,3423718499.066662
667,2018-01-31,Mais de 1 a 2 salários mínimos,Habitacional,83529809960.81,1492309.0,110576596809.27654
654,2018-01-31,Até 1 salário mínimo,Veículos,3503269648.29,636163.0,4637621414.377546
698,2018-01-31,Sem rendimento,Veículos,2884673208.76,404833.0,3818724674.2358494
568,2018-02-28,Mais de 3 a 5 salários mínimos,Veículos,17745505208.27,2172143.0,23423525590.077
581,2018-02-28,Sem rendimento,Rural e agroindustrial,1351416916.84,52935.0,1783829108.4388192
550,2018-02-28,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2503586700.85,5484758.0,3304658079.106528
549,2018-02-28,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,29656513473.7,11609053.0,39145693183.19212
548,2018-02-28,Mais de 1 a 2 salários mínimos,Cartão de crédito,441676974.14,54139670.0,583000133.5490103
547,2018-02-28,Mais de 10 a 20 salários mínimos,Veículos,8366339159.55,629487.0,11043312495.135643
546,2018-02-28,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,16406063053.53,651297.0,21655502802.348267
545,2018-02-28,Mais de 10 a 20 salários mínimos,Outros créditos,6477878146.7,2290473.0,8550601561.228842
544,2018-02-28,Mais de 10 a 20 salários mínimos,Habitacional,79995502548.46,499851.0,105591623289.57983
543,2018-02-28,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8174688923.02,1329679.0,10790340028.755104
542,2018-02-28,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,28705939152.760002,2019931.0,37890964074.58205
541,2018-02-28,Mais de 10 a 20 salários mínimos,Cartão de crédito,330301901.55,10233795.0,435988434.9644717
540,2018-02-28,Indisponível,Rural e agroindustrial,48176726.45,3863.0,63591809.39643297
538,2018-02-28,Até 1 salário mínimo,Veículos,3407037761.65,621666.0,4497185921.715867
551,2018-02-28,Mais de 1 a 2 salários mínimos,Habitacional,85464842858.29,1517848.0,112810985669.2115
537,2018-02-28,Até 1 salário mínimo,Rural e agroindustrial,2049522243.37,192944.0,2705306845.3997197
535,2018-02-28,Até 1 salário mínimo,Habitacional,16914337039.03,523804.0,22326408959.507507
534,2018-02-28,Até 1 salário mínimo,Empréstimo sem consignação em folha,1160139501.19,3583151.0,1531348754.2478576
533,2018-02-28,Até 1 salário mínimo,Empréstimo com consignação em folha,25399316953.63,13380564.0,33526323632.45236
532,2018-02-28,Até 1 salário mínimo,Cartão de crédito,160495819.16,29535606.0,211849585.74426126
531,2018-02-28,Acima de 20 salários mínimos,Veículos,4891037196.17,267787.0,6456019909.374864
530,2018-02-28,Acima de 20 salários mínimos,Rural e agroindustrial,64543232545.05,936198.0,85195098220.17949
529,2018-02-28,Acima de 20 salários mínimos,Outros créditos,13858022238.47,1086568.0,18292166648.452587
528,2018-02-28,Acima de 20 salários mínimos,Habitacional,63513571289.09,238892.0,83835976769.70367
527,2018-02-28,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,8984217755.1,561012.0,11858893394.33041
526,2018-02-28,Acima de 20 salários mínimos,Empréstimo com consignação em folha,12820632165.6,671770.0,16922843395.404938
525,2018-02-28,Acima de 20 salários mínimos,Cartão de crédito,208978081.79999998,4898511.0,275844693.5918324
582,2018-02-28,Sem rendimento,Veículos,2923105502.59,403120.0,3858410100.970397
536,2018-02-28,Até 1 salário mínimo,Outros créditos,1052701216.85,5886216.0,1389533496.0708659
552,2018-02-28,Mais de 1 a 2 salários mínimos,Outros créditos,3469118316.82,11647069.0,4579130360.919153
539,2018-02-28,Indisponível,Empréstimo com consignação em folha,26491.98,24.0,34968.60552454813
554,2018-02-28,Mais de 1 a 2 salários mínimos,Veículos,10406966699.07,1871183.0,13736878602.765352
580,2018-02-28,Sem rendimento,Outros créditos,543686337.28,1353897.0,717649381.3384559
553,2018-02-28,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,3797589305.88,332311.0,5012702047.244498
578,2018-02-28,Sem rendimento,Empréstimo sem consignação em folha,187830185.76,194694.0,247930115.8857903
577,2018-02-28,Sem rendimento,Empréstimo com consignação em folha,4226625959.11,1717916.0,5579017342.755526
576,2018-02-28,Sem rendimento,Cartão de crédito,48020190.78,9669656.0,63385187.08678489
575,2018-02-28,Mais de 5 a 10 salários mínimos,Veículos,16960589869.24,1617201.0,22387461284.55106
574,2018-02-28,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,14208307409.64,721158.0,18754532389.77289
573,2018-02-28,Mais de 5 a 10 salários mínimos,Outros créditos,7498702740.44,5404103.0,9898058887.115814
572,2018-02-28,Mais de 5 a 10 salários mínimos,Habitacional,99469866272.35,905621.0,131297189385.5183
571,2018-02-28,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,9759920689.42,3334081.0,12882797606.641855
570,2018-02-28,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,46850364370.75,6157213.0,61841051909.374146
569,2018-02-28,Mais de 5 a 10 salários mínimos,Cartão de crédito,536685378.83,23828401.0,708408329.7322037
567,2018-02-28,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,6951176693.46,440511.0,9175341206.09466
579,2018-02-28,Sem rendimento,Habitacional,374369688.24,3260.0,494156569.21123403
556,2018-02-28,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,22774997395.49,6562254.0,30062301864.394474
566,2018-02-28,Mais de 3 a 5 salários mínimos,Outros créditos,4984742321.57,6487657.0,6579707816.648722
557,2018-02-28,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,2692427295.52,3326095.0,3553921903.9333744
558,2018-02-28,Mais de 2 a 3 salários mínimos,Habitacional,78464334370.69,1129413.0,103570527999.60225
559,2018-02-28,Mais de 2 a 3 salários mínimos,Outros créditos,2983806086.87,6070391.0,3938533020.6916447
560,2018-02-28,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,3796143704.29,285195.0,5010793897.24037
555,2018-02-28,Mais de 2 a 3 salários mínimos,Cartão de crédito,309167399.43,24739462.0,408091536.8242796
562,2018-02-28,Mais de 3 a 5 salários mínimos,Cartão de crédito,475613365.3,29274456.0,627795134.7305303
563,2018-02-28,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,40473546971.49,9793898.0,53423847452.146034
564,2018-02-28,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,5603456857.58,3874487.0,7396392131.752294
565,2018-02-28,Mais de 3 a 5 salários mínimos,Habitacional,80466543668.99,983579.0,106213383200.67952
561,2018-02-28,Mais de 2 a 3 salários mínimos,Veículos,12002760971.12,1947014.0,15843278365.925749
598,2018-03-31,Indisponível,Rural e agroindustrial,46435865.42,3807.0,61098390.073694125
599,2018-03-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,346398294.08,10246204.0,455776540.4205543
600,2018-03-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,29222636714.0,2042369.0,38449936073.86993
608,2018-03-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2489143720.76,5542248.0,3275112300.0494056
601,2018-03-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8261645438.4800005,1378118.0,10870331177.96487
604,2018-03-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,16682003623.58,649138.0,21949490019.95513
603,2018-03-31,Mais de 10 a 20 salários mínimos,Outros créditos,6493555369.51,2286603.0,8543951433.72463
605,2018-03-31,Mais de 10 a 20 salários mínimos,Veículos,8538861283.65,636031.0,11235080315.07281
606,2018-03-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,445886660.89,54716655.0,586679216.3623725
597,2018-03-31,Indisponível,Empréstimo com consignação em folha,13717.75,18.0,18049.247771151317
607,2018-03-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,29925888334.62,11668962.0,39375245453.76343
602,2018-03-31,Mais de 10 a 20 salários mínimos,Habitacional,80451582571.53,505075.0,105854863036.19646
584,2018-03-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,13069736970.12,672919.0,17196619043.02618
591,2018-03-31,Até 1 salário mínimo,Empréstimo com consignação em folha,25686119707.48,13347319.0,33796733347.652443
595,2018-03-31,Até 1 salário mínimo,Rural e agroindustrial,2032258155.03,189129.0,2673961179.863995
594,2018-03-31,Até 1 salário mínimo,Outros créditos,1071880845.83,5914772.0,1410336459.5168245
593,2018-03-31,Até 1 salário mínimo,Habitacional,16883497379.05,520267.0,22214607165.027596
592,2018-03-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,1152121011.17,3577293.0,1515913148.5088098
590,2018-03-31,Até 1 salário mínimo,Cartão de crédito,165415702.10999998,29324168.0,217647135.4720962
589,2018-03-31,Acima de 20 salários mínimos,Veículos,4993935250.91,270554.0,6570813340.14407
588,2018-03-31,Acima de 20 salários mínimos,Rural e agroindustrial,66718071096.85,937829.0,87784876968.91508
587,2018-03-31,Acima de 20 salários mínimos,Outros créditos,14193278312.26,1074123.0,18674928245.731926
586,2018-03-31,Acima de 20 salários mínimos,Habitacional,63762562334.47,241157.0,83896140846.59143
585,2018-03-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,9151278996.24,576181.0,12040874197.741516
583,2018-03-31,Acima de 20 salários mínimos,Cartão de crédito,230841452.09,4906107.0,303731629.7953211
609,2018-03-31,Mais de 1 a 2 salários mínimos,Habitacional,83983659373.88,1500467.0,110502223525.51512
596,2018-03-31,Até 1 salário mínimo,Veículos,3328874179.53,609991.0,4379994887.304771
610,2018-03-31,Mais de 1 a 2 salários mínimos,Outros créditos,3422093930.25,11587020.0,4502649577.608228
626,2018-03-31,Mais de 3 a 5 salários mínimos,Veículos,18105571040.4,2182571.0,23822561115.807007
612,2018-03-31,Mais de 1 a 2 salários mínimos,Veículos,10552890873.7,1865603.0,13885057103.485107
611,2018-03-31,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,3757167159.79,323869.0,4943525066.769884
639,2018-03-31,Sem rendimento,Rural e agroindustrial,1380909480.66,52868.0,1816943548.757211
638,2018-03-31,Sem rendimento,Outros créditos,588892012.13,1272588.0,774839739.5626992
637,2018-03-31,Sem rendimento,Habitacional,412855700.56,3939.0,543218445.6736488
636,2018-03-31,Sem rendimento,Empréstimo sem consignação em folha,186026640.29000002,196727.0,244766154.9910919
635,2018-03-31,Sem rendimento,Empréstimo com consignação em folha,4171301499.4,1687988.0,5488425892.791864
634,2018-03-31,Sem rendimento,Cartão de crédito,44429847.31,8712040.0,58458954.459194176
633,2018-03-31,Mais de 5 a 10 salários mínimos,Veículos,17286787998.94,1627865.0,22745240273.38544
632,2018-03-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,14177670814.97,710387.0,18654392546.67962
631,2018-03-31,Mais de 5 a 10 salários mínimos,Outros créditos,7502738256.97,5376036.0,9871792514.235023
630,2018-03-31,Mais de 5 a 10 salários mínimos,Habitacional,100124830669.02,915742.0,131740108748.86278
629,2018-03-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,9682224580.05,3447838.0,12739470424.905975
628,2018-03-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,46873343011.25,6179358.0,61674004984.215
640,2018-03-31,Sem rendimento,Veículos,2616594476.55,373850.0,3442806730.2492714
625,2018-03-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,6846125008.57,430163.0,9007847974.482357
627,2018-03-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,557223189.6,23868935.0,733171213.4221449
614,2018-03-31,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,22942162291.59,6599867.0,30186347732.45413
615,2018-03-31,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,2699585596.5,3417009.0,3552003011.474901
616,2018-03-31,Mais de 2 a 3 salários mínimos,Habitacional,79815412713.38,1145737.0,105017817063.33011
617,2018-03-31,Mais de 2 a 3 salários mínimos,Outros créditos,2970687763.92,6070928.0,3908708024.4004703
618,2018-03-31,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,3715632280.75,277252.0,4888875191.758475
613,2018-03-31,Mais de 2 a 3 salários mínimos,Cartão de crédito,319034773.96999997,25135136.0,419772753.0387845
620,2018-03-31,Mais de 3 a 5 salários mínimos,Cartão de crédito,486401504.67,29427264.0,639986971.1905848
621,2018-03-31,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,40768243331.82,9831353.0,53641167472.11508
622,2018-03-31,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,5599720225.87,4005979.0,7367880141.12045
623,2018-03-31,Mais de 3 a 5 salários mínimos,Habitacional,81383572720.58,995410.0,107081137105.95833
624,2018-03-31,Mais de 3 a 5 salários mínimos,Outros créditos,4969068575.24,6461762.0,6538094797.350048
619,2018-03-31,Mais de 2 a 3 salários mínimos,Veículos,12264642427.37,1952120.0,16137308960.738888
212,2018-04-30,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,6827838671.95,421355.0,8975712784.923979
211,2018-04-30,Mais de 3 a 5 salários mínimos,Outros créditos,4978489200.75,6554545.0,6544602372.102586
210,2018-04-30,Mais de 3 a 5 salários mínimos,Habitacional,81890619045.7,1000974.0,107651441641.91394
209,2018-04-30,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,5590503462.56,4073961.0,7349141626.501076
206,2018-04-30,Mais de 2 a 3 salários mínimos,Veículos,12513661860.47,1962956.0,16450159434.589914
207,2018-04-30,Mais de 3 a 5 salários mínimos,Cartão de crédito,503009212.13,29781781.0,661243833.2495564
205,2018-04-30,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,3673416408.48,270078.0,4828985013.573401
204,2018-04-30,Mais de 2 a 3 salários mínimos,Outros créditos,2961016540.76,6174528.0,3892481251.857196
203,2018-04-30,Mais de 2 a 3 salários mínimos,Habitacional,80555935698.34,1154738.0,105896898958.59904
213,2018-04-30,Mais de 3 a 5 salários mínimos,Veículos,18480632791.1,2200187.0,24294196155.807514
208,2018-04-30,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,40862754262.81,9797705.0,53717195658.221664
214,2018-04-30,Mais de 5 a 10 salários mínimos,Cartão de crédito,573968731.21,24141596.0,754525513.3271723
221,2018-04-30,Sem rendimento,Cartão de crédito,45081860.11,8791982.0,59263530.90617436
216,2018-04-30,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,9784181768.74,3547966.0,12862050439.545422
217,2018-04-30,Mais de 5 a 10 salários mínimos,Habitacional,100417687406.11,919478.0,132006680882.24002
218,2018-04-30,Mais de 5 a 10 salários mínimos,Outros créditos,7576635596.82,5485771.0,9960063244.09321
219,2018-04-30,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,14236902051.14,700559.0,18715489615.051567
220,2018-04-30,Mais de 5 a 10 salários mínimos,Veículos,17638505151.13,1638926.0,23187155379.39476
222,2018-04-30,Sem rendimento,Empréstimo com consignação em folha,4127446590.84,1650804.0,5425842190.250973
223,2018-04-30,Sem rendimento,Empréstimo sem consignação em folha,179111963.92,198662.0,235456287.3745297
224,2018-04-30,Sem rendimento,Habitacional,412830961.59999996,3924.0,542697670.2405477
225,2018-04-30,Sem rendimento,Outros créditos,549811146.37,1277609.0,722768532.3088514
226,2018-04-30,Sem rendimento,Rural e agroindustrial,1407202634.63,52433.0,1849874797.205767
227,2018-04-30,Sem rendimento,Veículos,2726411680.7,375182.0,3584075335.5755715
202,2018-04-30,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,2737830404.65,3492165.0,3599086115.9220066
215,2018-04-30,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,47294252780.93,6184645.0,62171889192.862946
201,2018-04-30,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,23098329848.3,6594292.0,30364509838.450336
171,2018-04-30,Acima de 20 salários mínimos,Cartão de crédito,237312535.77,5035176.0,311965361.7599588
199,2018-04-30,Mais de 1 a 2 salários mínimos,Veículos,10626534377.21,1856085.0,13969386954.14689
173,2018-04-30,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,9225003354.83,580635.0,12126967922.23221
200,2018-04-30,Mais de 2 a 3 salários mínimos,Cartão de crédito,332182878.4,25519809.0,436679636.3886849
174,2018-04-30,Acima de 20 salários mínimos,Habitacional,64051929430.29,242544.0,84201128572.1123
175,2018-04-30,Acima de 20 salários mínimos,Outros créditos,14471071913.04,1094300.0,19023323693.19616
176,2018-04-30,Acima de 20 salários mínimos,Rural e agroindustrial,69533217737.83,938367.0,91406698578.029
177,2018-04-30,Acima de 20 salários mínimos,Veículos,5083510624.36,271661.0,6682661014.0649
178,2018-04-30,Até 1 salário mínimo,Cartão de crédito,169698588.03,28933257.0,223081689.44029972
179,2018-04-30,Até 1 salário mínimo,Empréstimo com consignação em folha,25725572551.03,13286413.0,33818220016.58745
180,2018-04-30,Até 1 salário mínimo,Empréstimo sem consignação em folha,1152384631.26,3586113.0,1514897168.0369592
181,2018-04-30,Até 1 salário mínimo,Habitacional,16957244641.93,519948.0,22291586670.747475
182,2018-04-30,Até 1 salário mínimo,Outros créditos,1055224321.68,5948236.0,1387172557.8368013
183,2018-04-30,Até 1 salário mínimo,Rural e agroindustrial,2011988416.76,185490.0,2644911665.769354
184,2018-04-30,Até 1 salário mínimo,Veículos,3235384788.77,593354.0,4253159163.237493
172,2018-04-30,Acima de 20 salários mínimos,Empréstimo com consignação em folha,13208260037.36,669240.0,17363261520.951298
186,2018-04-30,Mais de 10 a 20 salários mínimos,Cartão de crédito,353565312.52,10436101.0,464788470.9005681
198,2018-04-30,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,3738939992.55,314091.0,4915120744.001135
197,2018-04-30,Mais de 1 a 2 salários mínimos,Outros créditos,3424396086.57,11773105.0,4501628877.252282
196,2018-04-30,Mais de 1 a 2 salários mínimos,Habitacional,84405142219.58,1507413.0,110956973433.76816
195,2018-04-30,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2518803608.63,5646037.0,3311158748.605316
193,2018-04-30,Mais de 1 a 2 salários mínimos,Cartão de crédito,462854129.65,55556887.0,608456925.9261475
194,2018-04-30,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,30209383338.76,11696545.0,39712530023.931885
191,2018-04-30,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,16869274268.31,645530.0,22175942929.714256
190,2018-04-30,Mais de 10 a 20 salários mínimos,Outros créditos,6523299151.2699995,2342696.0,8575372442.889882
189,2018-04-30,Mais de 10 a 20 salários mínimos,Habitacional,80470905616.72,506073.0,105785120454.834
188,2018-04-30,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8389475303.27,1415943.0,11028602806.2902
187,2018-04-30,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,29638679238.09,2056674.0,38962296115.53034
192,2018-04-30,Mais de 10 a 20 salários mínimos,Veículos,8657661951.51,637546.0,11381154535.030182
185,2018-04-30,Indisponível,Rural e agroindustrial,43403917.32,3711.0,57057747.601064034
266,2018-05-31,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,5647700937.58,4159449.0,7408037498.61859
269,2018-05-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,6797675545.52,431155.0,8916448640.113821
268,2018-05-31,Mais de 3 a 5 salários mínimos,Outros créditos,4925158065.65,6518383.0,6460284643.292902
267,2018-05-31,Mais de 3 a 5 salários mínimos,Habitacional,82552756563.47,1008143.0,108283693310.8863
260,2018-05-31,Mais de 2 a 3 salários mínimos,Habitacional,81549237314.43001,1166528.0,106967386319.84026
264,2018-05-31,Mais de 3 a 5 salários mínimos,Cartão de crédito,503217569.17,29617372.0,660065868.142872
263,2018-05-31,Mais de 2 a 3 salários mínimos,Veículos,12805278617.77,1990016.0,16796566466.450804
262,2018-05-31,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,3628657144.66,276591.0,4759676281.440986
261,2018-05-31,Mais de 2 a 3 salários mínimos,Outros créditos,2943754488.28,6189645.0,3861295751.4796023
270,2018-05-31,Mais de 3 a 5 salários mínimos,Veículos,19009943966.84,2230817.0,24935169073.122356
265,2018-05-31,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,41468549949.76,9814780.0,54393916469.09573
271,2018-05-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,564866371.85,23989066.0,740930036.9517235
279,2018-05-31,Sem rendimento,Empréstimo com consignação em folha,3764432136.6,1587716.0,4937771092.547812
274,2018-05-31,Mais de 5 a 10 salários mínimos,Habitacional,100815249266.51,923074.0,132238437419.61723
275,2018-05-31,Mais de 5 a 10 salários mínimos,Outros créditos,7525530128.94,5451873.0,9871168818.662651
276,2018-05-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,14279547742.56,719957.0,18730351750.0922
277,2018-05-31,Mais de 5 a 10 salários mínimos,Veículos,18076014174.31,1652797.0,23710141933.653484
278,2018-05-31,Sem rendimento,Cartão de crédito,44956201.64,8451823.0,58968637.18978765
280,2018-05-31,Sem rendimento,Empréstimo sem consignação em folha,187315723.97,202890.0,245700316.3919731
281,2018-05-31,Sem rendimento,Habitacional,515543960.89,5881.0,676234283.059606
282,2018-05-31,Sem rendimento,Outros créditos,586667210.43,1280054.0,769525996.8807158
283,2018-05-31,Sem rendimento,Rural e agroindustrial,1376680489.91,53095.0,1805779166.7063515
284,2018-05-31,Sem rendimento,Veículos,2699183393.19,368588.0,3540494090.143534
259,2018-05-31,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,2796032744.32,3565436.0,3667530495.367099
273,2018-05-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,10003834981.99,3655175.0,13121938554.403952
258,2018-05-31,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,23421523631.87,6615717.0,30721797640.726562
272,2018-05-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,48312295647.94,6233885.0,63370794905.73107
256,2018-05-31,Mais de 1 a 2 salários mínimos,Veículos,10914988322.39,1897496.0,14317090030.602169
257,2018-05-31,Mais de 2 a 3 salários mínimos,Cartão de crédito,341935741.09999996,25531796.0,448513974.1255743
228,2018-05-31,Acima de 20 salários mínimos,Cartão de crédito,217275297.22,4965817.0,284998013.72608703
229,2018-05-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,13448362871.779999,671071.0,17640094181.733578
231,2018-05-31,Acima de 20 salários mínimos,Habitacional,64328985376.13,243853.0,84379739859.0048
232,2018-05-31,Acima de 20 salários mínimos,Outros créditos,14714533397.289999,1079417.0,19300918442.134815
233,2018-05-31,Acima de 20 salários mínimos,Rural e agroindustrial,70531618902.98,946876.0,92515677343.11363
234,2018-05-31,Acima de 20 salários mínimos,Veículos,5174987455.65,270805.0,6787983561.814257
235,2018-05-31,Até 1 salário mínimo,Cartão de crédito,168787135.04,28678261.0,221396536.3039388
236,2018-05-31,Até 1 salário mínimo,Empréstimo com consignação em folha,25691178072.34,13158107.0,33698882544.785328
237,2018-05-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,1138535126.3600001,3545687.0,1493406078.4711769
238,2018-05-31,Até 1 salário mínimo,Habitacional,16813909701.279999,511787.0,22054651076.98167
239,2018-05-31,Até 1 salário mínimo,Outros créditos,949511552.97,5576882.0,1245465591.6655812
240,2018-05-31,Até 1 salário mínimo,Rural e agroindustrial,2005754233.35,192527.0,2630929423.8296957
241,2018-05-31,Até 1 salário mínimo,Veículos,2400986357.04,467544.0,3149351773.970772
230,2018-05-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,9422835639.25,588496.0,12359847047.565962
253,2018-05-31,Mais de 1 a 2 salários mínimos,Habitacional,85014850337.77,1514756.0,111513199123.37807
254,2018-05-31,Mais de 1 a 2 salários mínimos,Outros créditos,3448781072.86,12007769.0,4523734488.536918
242,2018-05-31,Indisponível,Rural e agroindustrial,39771721.04,3592.0,52168201.55763506
252,2018-05-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2596557251.48,5816293.0,3405880321.721867
251,2018-05-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,30807445592.68,11832375.0,40409843706.245766
250,2018-05-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,507414587.13,56313872.0,665571058.0907267
249,2018-05-31,Mais de 10 a 20 salários mínimos,Veículos,8817329602.53,639532.0,11565610335.098722
255,2018-05-31,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,3711265355.81,324450.0,4868032714.024193
247,2018-05-31,Mais de 10 a 20 salários mínimos,Outros créditos,6464139433.95,2345898.0,8478952382.970868
246,2018-05-31,Mais de 10 a 20 salários mínimos,Habitacional,80660432753.53,507822.0,105801549532.64809
245,2018-05-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8461419376.08,1448289.0,11098766156.764236
243,2018-05-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,336877312.15,10269983.0,441878879.2861236
244,2018-05-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,30057404009.14,2063144.0,39426021043.2192
248,2018-05-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,17130826299.25,664977.0,22470347670.629986
509,2018-06-30,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,6763334212.88,425957.0,8836054509.83666
508,2018-06-30,Mais de 3 a 5 salários mínimos,Outros créditos,4951583586.46,6411493.0,6469067046.346976
507,2018-06-30,Mais de 3 a 5 salários mínimos,Habitacional,83265498017.43,1013613.0,108783398263.7702
506,2018-06-30,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,5741981830.3,4222354.0,7501694112.705633
504,2018-06-30,Mais de 3 a 5 salários mínimos,Cartão de crédito,522279377.8,29784176.0,682339347.1840922
503,2018-06-30,Mais de 2 a 3 salários mínimos,Veículos,12896949850.47,1993617.0,16849404199.5385
502,2018-06-30,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,3575745714.21,272840.0,4671584021.961295
501,2018-06-30,Mais de 2 a 3 salários mínimos,Outros créditos,2973543869.97,6164530.0,3884828827.8300633
510,2018-06-30,Mais de 3 a 5 salários mínimos,Veículos,19226570644.99,2245790.0,25118827623.929417
500,2018-06-30,Mais de 2 a 3 salários mínimos,Habitacional,82617143725.44,1179052.0,107936346545.58067
505,2018-06-30,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,41844302591.59,9741282.0,54668086329.559715
